,hotel_name,rating,time_minutes,food_type,location,offer_above,offer_percentage
1354,Om Sai Sandwich Corner,4.5,26,"Fast Food, Pizzas",Malad Kan East,0,0
1357,All Seasons Kitchen and Bar,3.9,30,"North Indian, Chinese, Biryani, Tandoor, Thai, Chaat, Indian, Desserts",Borivali,0,0
1358,Meethi Elaichi,4.3,25,"Desserts, Sweets, Beverages",Malad Kan East,150,30
1361,Happy Da Paratha,2.7,41,Indian,Rawal Pada,0,0
1362,Purple Foods,4.2,49,"Indian, Tandoor, Biryani, Desserts, Beverages",Malad East,599,0
1363,Masterchef Kitchen,3.5,44,"Chinese, Asian, Thai",Malad Kan East,150,30
1364,Flavours Of Biryani,3.4,49,"Biryani, Tandoor, Kebabs",Malad Kan West,0,0
1366,Celebration Special by CakeZone,3.7,41,"Bakery, Desserts",L T Road Junction,699,0
1371,Wandercrust,3.9,49,"Pizzas, Italian",Goregaon East,120,25
1372,Swaad Snacks and Namkeen,4.4,37,Indian,Borivali,0,0
1375,Raja Vada Pav Goregaon Wala,3.9,37,"Snacks, Fast Food",Borivali,0,0
1376,Sandy's Thick Shake,2.4,37,"Desserts, Beverages",Borivali,0,0
1378,Hem-The Cake Shop,3.6,39,Desserts,Kandivali West,0,0
1379,Zero Gravity ( Boriwali ),2.6,39,Indian,Borivali,0,0
1380,The Pastelworks Co. Malad,3.9,38,Bakery,Malad East,150,30
1383,Indocafe,2.8,37,"Continental, Mexican, Italian, Desserts, Beverages",Borivali,0,0
1384,Cafe Bahar Restaurant,3.8,38,"Biryani, Arabian, Chinese, North Indian",Malad Kan East,0,0
1385,The Pavilion Bar And Resturant,4.1,39,"North Indian, Biryani, Seafood, Chinese, Tandoor, Kebabs",ajanta shoping center,0,0
1387,My Choice Franky House,3.7,39,Fast Food,Malad Kan West,0,0
1388,The Chocolate Chips,4.4,34,Indian,Borivali,0,0
1391,Veg Curries Of India,4.5,37,"North Indian, Chinese, Street Food, Mughlai, Tandoor, Kebabs, Punjabi, Biryani, Snacks",Borivali,0,0
1393,Bolbol Burgers,4.2,39,"Indian, Snacks, North Indian",Borivali West,0,0
1398,Ekdum Biryani,3.9,39,"Biryani, North Indian, Mughlai, Tandoor, Kebabs",Kandivali West,700,20
1399,Chaap Central by Punjabi Grill Dhaba,3.6,38,Indian,Malad Kan West,0,0
1404,Chavishtha Ventures Llp,4.1,38,"Indian, Seafood, Snacks",Dahisar,0,0
1407,Gladmad Pizza,4.3,39,"Italian-American, Pizzas, Beverages",Borivali,0,0
1410,Kings Corner,3.4,38,Chinese,Dahisar East,0,0
1415,Shakeoty,3.9,37,Beverages,Borivali West,999,0
1418,Sainath Hotel,2.8,39,"Chinese, North Indian, South Indian",Dahisar,0,0
1419,The Indian Gourmet Kitchen,4.7,39,"Indian, Mughlai",Malad Kan East,100,50
1420,Tea Pea Cafe Borivali(W),4.5,55,"Indian, Fast Food, Italian-American, Snacks, Waffle",Borivali West,0,0
1421,Aromas Bingee,4.3,44,"South Indian, Chinese, Fast Food",LOKMANYA LIBRARY,999,0
1422,ShreeG,3.3,45,Chinese,Dahisar,0,0
1423,Delicious Chinese Cuisine,2.1,40,Chinese,Dahisar,0,0
1425,Ice Cream Cake Factory,3.7,47,Ice Cream Cakes,Malad West,999,0
1427,Le Quatre,3.2,51,"Desserts, Bakery, Snacks",anupama anand nagar,0,0
1433,Hunger's Food,2.8,40,Chinese,Borivali,0,0
1434,Billy's Burgers,4.4,51,"Fast Food, Desserts, Beverages",Malad West,0,0
1435,Ambrosia Cakes Bakes and Snacks,3.9,43,"Bakery, Snacks, Desserts, Continental",Kandivali West,800,20
1437,Sv Food Hub,3.9,42,"Pizzas, Desserts",Malad East,0,0
1439,Quest,4.4,41,"North Indian, Chinese, Continental, Oriental, Desserts",Borivali,0,0
1440,Nutrii Chef,3.6,47,"Salads, Healthy Food",Malad Kan West,125,25
1442,Chinese & Momos Express,4.5,49,"Chinese, Combo",Malad Kan East,200,40
1449,Mozzarella Pizza Hub,4.3,44,"Pizzas, Snacks, Italian",Malad East,0,0
1451,Festive The Cake Shop,4.1,43,Desserts,Malad East,0,0
1454,The Waffle Box,4.3,70,Waffle,Malad Kan West,999,0
1458,Secret Multicuisine Restaurant,3.6,47,"North Indian, Chinese, Biryani, Mughlai, Punjabi, Seafood, Beverages",Mira Road,0,0
1461,Raccoon kitchen,4.9,48,"North Indian, Indian, Biryani",Malad Kan East,0,0
1463,Mahesh Fine Dine,3.5,45,"Indian, Fast Food",Borivali,0,0
1464,Fizzy,4.2,43,"Snacks, Beverages",Borivali,0,0
1466,J3Pizzaa,3.8,54,"Italian, Pizzas",Jog Gor East,0,0
1467,Miami Waffles & Jawbreakers,4.3,48,"Waffle, Desserts, Beverages",Malad West,449,0
1468,Chaat Pat Snackks,4.3,43,"Snacks, Fast Food, Chinese, Beverages",Malad Kan East,0,0
1472,Quick Kukkad,4.7,40,"Snacks, Kebabs, Tandoor",Borivali,100,20
1473,Veganiza,4.3,45,"Snacks, Pastas",Malad East,0,0
1475,Red Dots,2.9,55,"North Indian, Chinese, Biryani",Jog Gor East,0,0
1483,Dim Shi,3.7,54,"Asian, Chinese",Borivali,0,0
1494,The Spice Of Mumbai,3.3,63,"North Indian, Chinese",Malad West,0,0
1495,Brijwasi Mart,2.8,55,"Waffle, Desserts, Snacks, Beverages",Mira Road,749,0
1497,Gully Dosa,3.9,51,"South Indian, Street Food",Jog Gor West,0,0
1499,King Bhujing Biryani Corner,4.3,42,"Biryani, North Indian",Borivali,0,0
1500,Pizza Rride,4.1,44,"Pizzas, Continental",Malad East,0,0
1501,R.K Food Hub,4.5,43,"Fast Food, Chinese, Snacks, Beverages",Borivali,0,0
1502,Biryani And Spice,4.9,47,"Biryani, Mughlai, North Indian",Malad Kan West,749,0
1503,Quarter Castle Resto Bar,3.8,51,"Continental, Chinese, Indian, Beverages",Malad West,0,0
1504,Tandoor Tribes,3.1,40,"Snacks, Tandoor",Borivali,0,0
1506,Biryani Flavours,3.7,46,"Biryani, Snacks, Kebabs, Sweets",Malad Kan East,0,0
1507,Vadapav And More,2.2,55,"Indian, Snacks, Chaat, Juices, Desserts",Malad West,300,0
1509,Goregaon Kitchen,2.9,43,"Chinese, Snacks, Arabian, Combo",Malad Kan East,150,30
1510,Ashley Kitchen,4.3,47,"Indian, Chinese, Biryani",Malad Kan West,599,0
1511,Maa Ashapura Food & Snacks,3.2,52,"Indian, Snacks",Malad Kan West,0,0
1512,Aum Fine Dine,3.6,48,Indian,Kandivali West,0,0
1513,Flavour Junction,3.8,44,"Chinese, North Indian, Snacks",Dahisar,0,0
1515,BONG MOYRA,3.3,43,"Sweets, Bengali",Borivali,0,0
1516,Spice Hut Veg And Non Veg,2.4,41,"Chinese, North Indian, Biryani",Dahisar,0,0
1517,Divine Chinese,4.3,48,Chinese,Malad West,0,0
1518,Asian Express,4.3,53,"Chinese, Biryani",Jog Gor East,999,0
1520,DSF Fast Food,4.9,45,"Pizzas, Pastas, Burgers, Fast Food, Snacks, Italian, American",Kandivali West,0,0
1521,Jai Shree Radhe Krishna Soda Pub,3.8,42,Beverages,Kandivali West,0,0
1527,Jaianti Biryani,3.7,57,"Biryani, North Indian, Salads, Hyderabadi",Borivali,150,30
1529,Damdaar Swaad,4.3,49,"Italian-American, Fast Food, Snacks, Indian",Jog Gor West,0,0
1530,Secret Sauce Sandwiches,3.3,42,"Pizzas, Snacks, Italian, Mexican",Borivali West,0,0
1532,All About Cheese,4.3,50,"Fast Food, Snacks, Pizzas",Malad Kan West,100,10
1535,Asian Tadka,3.4,55,"Indian, Tandoor, Thai, Chinese",Goregaon,0,0
1540,Faloodah By Purple Foods,2.5,46,"Beverages, Desserts",Malad,0,0
1541,The Noisy Cake,4.4,64,Bakery,Jog Gor East,0,0
1543,Sliders Bell,4.4,42,"Snacks, Beverages",Borivali West,0,0
1544,Matoshree Chinese & Fast Food,4.3,61,Chinese,Malad Kan West,0,0
1546,Upperdeck Bistro,4.2,45,"Beverages, Burgers, Pastas, Snacks",Malad Kan West,100,10
1547,Sweet Cakes & More,4.3,58,"Bakery, Desserts",Malad West,999,0
1549,Bombar,4.8,56,"Italian, Chinese, Tandoor",Jog Gor West,0,0
1550,Malvani Masala,2.8,62,"Indian, North Indian",Borivali,700,20
1554,Mogazm,4.3,50,"Snacks, Fast Food, Beverages",Malad Kan West,250,50
1557,Shivani Chinese And Pizza Corner,3.4,54,"Pizzas, Chinese, Fast Food",Malad Kan West,0,0
1558,Raju Snacks,4.3,41,"Beverages, Burgers, Ice Cream",Borivali,0,0
1564,Zero Gravity,4.1,49,"Chinese, Continental, Fast Food, Italian",Gandhi Nagar,0,0
1565,Naashta sweets and more,3.2,49,Indian,Jog Gor East,600,10
1566,Kandivali 67 Chinese Corner,1.5,40,"Chinese, Biryani",Borivali,0,0
1567,3 Barmen,4.3,61,"Chinese, North Indian",Malad West,0,0
1570,BELLA FOOD CORNER,3.8,41,"North Indian, Chinese, Tandoor, Biryani, Snacks",Dahisar (E) Mumbai,0,0
1571,The Malai Paneer Company,4.8,54,North Indian,Malad Kan West,0,0
1572,Phelia Lounge,3.8,57,"Chinese, Tandoor, Continental, Indian, Italian, Pizzas",Goregaon West,0,0
1573,Shreeji Aamras,4.3,41,Beverages,Dahisar,749,0
1576,Beyond - Wine & Dine,4.3,56,"Continental, Mexican, Salads, Chinese, North Indian",Malad West,0,0
1579,Party Time Pizzas,3.5,43,"Pizzas, Fast Food, Bakery, Desserts",Raheja Township,0,0
1580,Crispy Slice Pizza,4.1,53,Pizzas,Goregaon,0,0
1582,Swadam Bhog,4.6,48,"Indian, North Indian, Chinese, Punjabi, Snacks, Biryani",Borivali West,0,0
1583,Swadisht Desi,4.6,52,"Burgers, Pizzas, Chinese, Beverages",Malad Kan West,999,0
1585,Mondo Fine Dine,4.2,64,"Italian, Indian",Dahisar West,0,0
1589,Om Namo Fast Food,4.3,42,"Fast Food, Chaat",Borivali,0,0
1591,Potoba Chinese Corner,3.7,41,"Chinese, Beverages",Dahisar,0,0
1592,Jordan,4.7,41,Chinese,Malad West,0,0
1597,The Bombay House,3.7,48,"North Indian, Snacks, Pizzas, Chinese",Dahisar,599,0
1599,The Fellas,4.3,51,"Fast Food, Snacks, Beverages",Malad Kan West,1000,15
1603,9 Star Kitchen,4.3,44,"Indian, Seafood, Beverages",Borivali,120,20
1604,The Thickshake Project,3.7,54,"Ice Cream, Beverages, Juices, Desserts",Malad West,0,0
1606,Daddu's Biryani,4.3,48,"Biryani, Kebabs",Dindoshi,0,0
1608,Arabian Bistro,4.1,45,"Arabian, Snacks, Beverages",Borivali,0,0
1609,The Dessert Clubb,3.7,42,"Desserts, Snacks",Kandivali West,0,0
1610,Cakes Fiesta,3.4,49,"Bakery, Desserts, Beverages, Ice Cream",Goregaon,0,0
1611,V For Vegan,4.3,47,Salads,Malad West,0,0
1613,Bhola Bhelpuri,4.4,57,"Chaat, Snacks, Beverages",Jog Gor West,0,0
1614,Jain cafe,3.6,44,Pizzas,Malad Kan East,0,0
1616,Disha Kitchen,1.5,62,"North Indian, Chinese",Dahisar,249,0
1619,Samrat Family Restaurant,4.4,45,"Indian, Chinese, North Indian, Tandoor, Snacks, Beverages",Borivali West,0,0
1620,Mozzarella Burst Pizza's,4.1,48,Pizzas,Malad Kan East,0,0
1622,Just Frys,4.3,50,Indian,Estate Link Raod,0,0
1627,Punjabi Meal Box,1.6,50,Indian,Estate Link Raod,0,0
1628,Doston,4.3,52,"North Indian, Biryani, Kebabs, Tandoor, Beverages",Malad Kan West,800,20
1631,China Chopstick,3.7,54,"Chinese, Indian",Dahisar,0,0
1635,Xotik Cafe,4.3,44,"Beverages, Fast Food",Malad East,0,0
1636,Momo Marvels,4.4,50,"Tibetan, Pan-Asian",Aarey Road,0,0
1637,The Chinese Cook House,2.9,49,"Chinese, Thai, Fast Food",Malad Kan West,0,0
1639,Cafekino,3.3,56,"Snacks, Salads",Malad West,0,0
1640,Borivali Falooda Centre & Veg-Non Veg Centre,2.5,43,Indian,Dahisar East,0,0
1645,Cake O' City - The Ultimate Cake Stop,2.8,45,"Desserts, Beverages",Malad West,999,0
1648,Kasipuh,4.6,42,"Chinese, Snacks",Dahisar East,125,25
1649,Mastani Pavbhaji Centre,4.2,42,"Fast Food, Snacks",Kandivali West,0,0
1652,Parmanand,4.1,46,"Street Food, North Indian, Chinese, Beverages, South Indian",Malad West,0,0
1653,Brioche,3.6,56,"Bakery, Snacks, Fast Food, Pizzas",Jog Gor East,800,10
1656,Wok Of Fame,3.7,41,"Chinese, Snacks",Prabhu Udyog Bhavan,125,25
1660,S M Special Falooda and Ice Cream,4.6,50,"Desserts, Ice Cream, Beverages",Jog Gor East,200,40
1662,Exotic - The Dining Bar,4.7,46,"Biryani, North Indian, Arabian, Pizzas, Chinese",Malad West,0,0
1663,Royal China town,3.4,50,"Chinese, Indian",Borivali,0,0
1665,Shree Mahalaxmi Restaurant And Garden,2.9,52,"Chinese, Kebabs, Biryani",Mira Road,999,0
1667,Hotel Sai shradha,3.9,40,"Snacks, Beverages",Kandivali West,0,0
1668,Absolute Biryani,4.3,43,"Biryani, North Indian",Borivali West,0,0
1669,Esora,2.7,49,Indian,Jog Gor East,0,0
1671,Eternal Bliss,4.1,49,"Bakery, Desserts, Beverages, Ice Cream",Goregaon,0,0
1673,Aniket Chinese,4.5,41,"Chinese, Snacks",Dahisar East,0,0
1674,Sannju's Kitchen,4.3,43,"Italian, Chinese",Borivali,0,0
1676,Pizzarita By The Fusion Kitchen,4.2,45,"Italian, Pizzas",Borivali,0,0
1678,Sai Annapurna,4.4,46,"Chinese, Indian, Biryani",Malad Kan West,0,0
1680,Masala Mumbai,3.7,40,Indian,Malad Kan East,100,20
1682,Jizu - Pan Asian Delicacies,3.8,54,"Chinese, Thai, Oriental",Malad West,0,0
1683,Bombay Missal Company,3.8,42,"Snacks, Fast Food, Pizzas, Beverages",Malad,0,0
1686,Bambbaiya Chinese,3.9,44,"Chinese, Oriental, Biryani",Borivali,0,0
1689,the dhaba by Geets Rasoi,4.1,46,"Chinese, Indian",Malad Kan West,0,0
1690,The Mocha House,4.2,61,"Beverages, Cafe, Snacks, Desserts",Kandivali (West),0,0
1694,Waffle And Waffle,4.1,56,"Desserts, Beverages, Waffle",Dahisar West,0,0
1699,Johny Wokker,4.9,54,"Chinese, Continental",Goregaon,0,0
1700,Lettuce-Global Veggies Cuisine,3.1,45,"Continental, Italian",Goregaon East,0,0
1703,Tossin Pizza,4.2,43,"Pizzas, Italian, Beverages, Desserts",Malad West,100,50
1704,Louis Burger,4.4,48,"Burgers, American, Fast Food",BORIVALI WEST,249,0
1705,Goila Butter Chicken,4.1,55,"North Indian, Biryani, Kebabs, Desserts",Vithal Jadhav House,100,15
1706,SLYCE PIZZA,4.1,45,"Burgers, American, Fast Food",BORIVALI WEST,120,60
1707,Hotel Sagar,4.2,55,"Indian, Chinese",Mira Road,0,0
1708,Lord Petrick,4.3,51,"Burgers, Snacks, Italian, Desserts, Beverages",LINK HOUSE,0,0
1709,Hotel Konkan Swad,3.8,54,"North Indian, South Indian, Malwani, Chinese, Seafood",Chincholi Bunder Road,0,0
1710,British Waffle Co.,4.3,42,"Desserts, Beverages",Malad East,449,0
1711,Rogan Tadka,4.1,41,"North Indian, Chinese, Continental, Tandoor",Goregaon East,0,0
1712,Udupi Express,4.4,63,Indian,Kandivali West,0,0
1713,Prem's,4.4,46,"North Indian, Chinese, Thai, Indian, Mughlai, Biryani",Malad West,0,0
1714,Fleur : The Fern Hotel,4.4,60,"North Indian, Thai, Continental",Goregaon East,0,0
1715,Simran Biryani Centre,3.6,35,Biryani,Charkop,0,0
1716,Majestic Nx,4.5,56,Indian,Borivali West,0,0
1717,City Star,4.2,45,"North Indian, Chinese, Tandoor, Continental",Goregaon East,0,0
1718,Bansi Snacks,3.8,49,"Snacks, Chaat",Malad Kan West,0,0
1719,Mothers Touch Kathiyawadi,4.1,74,"Indian, Sweets, Beverages",Devrokarwadi New Link Road,999,0
1720,Sai Krupa,3.8,55,"Tandoor, Chinese",Goregaon,1000,10
1721,Bite-Size,4.1,49,"Salads, Healthy Food, Continental, Indian",Malad Kan West,0,0
1722,Peppy Parathas & Rolls By Chai Point,4.2,54,"Bakery, Beverages, Maharashtrian, Snacks, Street Food, South Indian, Punjabi, Chaat, Indian, American, North Indian, Fast Food, Desserts, Cafe, Healthy Food, Home Food",Malad West,80,40
1723,Just Biryani,1.5,48,Biryani,Jog Gor East,0,0
1724,Kalinda,4.3,64,"Indian, Chinese",Malad West,0,0
1725,Bohoba,4.3,60,"Italian, Pizzas, Mexican, Continental, European, Mediterranean, Desserts",MALAD,0,0
1726,Chunkys Cake Shops,4.1,44,Bakery,Malad West,0,0
1727,LAXMI SWEETS AND FARSAN,4.3,32,"Sweets, Snacks",Dahisar East,0,0
1728,Grilled Chicken Company,3.6,54,"Continental, Healthy Food, American",Malad Kan West,0,0
1729,Aande Le Lo Cafe,4.7,67,French,Malad Kan West,0,0
1730,Biryani By Kalinda,4.1,58,"Biryani, Snacks",Malad Kan West,0,0
1731,Fill and Chill,3.2,63,Desserts,Malad West,0,0
1732,Sai Sannidhi Restaurant & Bar,4.3,57,"North Indian, Chinese, Seafood",Mira Road,0,0
1733,Chopstick house,3.3,66,"Indian, Tandoor, Thalis",Goregaon,0,0
1734,Just Rice,3.9,74,Indian,Malad West,150,30
1735,Flags Ii,4.2,61,"North Indian, Italian, Continental, Thai",Chincholi Bunder Signal,1500,10
1737,Atharva's Cloud Kitchen,3.7,68,"Chinese, South Indian, Fast Food, North Indian, Ice Cream, Beverages, Biryani, Arabian",Santosh Nagar market ,599,0
1738,Mannrangi,4.4,70,"North Indian, Punjabi, Mughlai, Biryani, Kebabs, Goan",Goregaon West,0,0
1739,CST Delicious Food,3.9,72,"Chinese, Indian, Mughlai, Tandoor",Borivali West,0,0
1741,Dil Se Dalia,4.5,68,"Fast Food, North Indian",Malad West,150,30
1742,Warehouse Kitchen,4.3,57,"North Indian, Continental, Fast Food, Italian, Desserts",Malad West,0,0
1743,China Castle,3.7,71,"Chinese, North Indian",Jog Gor East,0,0
1744,Allspice,3.8,48,"North Indian, Chinese, Biryani, Tandoor",Kandivali west,700,20
1745,Poddar Cuisine,4.6,52,"Chinese, Biryani, Beverages",Malad Kan West,0,0
1746,JUG's Kitchen,4.3,48,"Indian, Lebanese, Mughlai, Chinese",Goregaon East,999,0
1747,Choco Magic Patisserie & Confectioners Studio,4.1,43,"Desserts, Beverages",Malad West,0,0
1748,Yogita Restaurant,3.9,58,"Indian, Chinese, Tandoor, Seafood",Malad Kan West,0,0
